group,bin,r_nm,mean_density_mg_ml,sd_density_mg_ml,curve_density_mg_ml
$\text{Hel}_{50}$,69,20.55454731941223,0.24236056264653427,0.08375186060154893,0.24011713961789383
$\text{Hel}_{50}$,70,20.85029620170593,0.23607224047544914,0.08128711907387402,0.23456003578121454
$\text{Hel}_{50}$,71,21.14604508399963,0.22936703966475672,0.07671448971222718,0.23012473431083436
$\text{Hel}_{50}$,72,21.441793966293336,0.2235813220800702,0.07296054322078041,0.2265847904710654
$\text{Hel}_{50}$,73,21.737542848587033,0.2178067121072207,0.07021358127086753,0.22375946504138255
$\text{Hel}_{50}$,74,22.033291730880737,0.21411307315636283,0.06955316396208283,0.22150450064225424
$\text{Hel}_{50}$,75,22.329040613174435,0.20983742100845082,0.06923145452567292,0.21970475891180286
$\text{Hel}_{50}$,76,22.62478949546814,0.20615894859731218,0.06802718615329363,0.2182683433101147
$\text{Hel}_{50}$,77,22.92053837776184,0.20023532383842677,0.06748643678752815,0.21712190791646435
$\text{Hel}_{50}$,78,23.21628726005554,0.19387282939239622,0.06462754708648415,0.21620691297266603
$\text{Hel}_{50}$,79,23.512036142349242,0.24520217214649245,0.08838458703641754,
$\text{IDP}_{50}$-Mem,0,0.15313681602478027,551.1094488735847,36.59765847694974,507.94284086162713
$\text{IDP}_{50}$-Mem,1,0.4594104480743407,546.8922602349404,42.91056466391766,507.6546229092858
$\text{IDP}_{50}$-Mem,2,0.7656840801239013,544.5025158568656,40.764866069672145,507.28987160003555
$\text{IDP}_{50}$-Mem,3,1.0719577121734618,541.6444745880317,36.05727796800794,506.8284224473881
$\text{IDP}_{50}$-Mem,4,1.3782313442230225,538.3328170625043,32.93809305167336,506.2448932928464
$\text{IDP}_{50}$-Mem,5,1.6845049762725828,533.449346030308,28.51813397973141,505.5073913311902
$\text{IDP}_{50}$-Mem,6,1.990778608322143,529.2402078811459,23.392608935438936,504.5759341109456
$\text{IDP}_{50}$-Mem,7,2.297052240371704,524.2488541510297,19.02171339203391,503.4005422882317
$\text{IDP}_{50}$-Mem,8,2.6033258724212645,521.3453962172675,15.593372653291405,501.9189695522722
$\text{IDP}_{50}$-Mem,9,2.909599504470825,517.996785708405,13.551834062471485,500.05405452878296
$\text{IDP}_{50}$-Mem,10,3.2158731365203854,513.6416114567601,11.93355298424981,497.71071795789214
